Customer/Merchant ID,Product ID,Policy Type,Premium Amount,Policy Term,Claim Status
CUS7VAK2QXJT9OK,PROD111788,Health,119628,15,No Claim
CUSXAO6WD66MWAY,PROD111794,General,208830,19,No Claim
CUS4SYATMVD9JHB,PROD111797,Health,220818,6,No Claim
CUSAR0QBIFK981X,PROD111798,Health,171898,23,No Claim
CUS7OZ831YMN3KK,PROD111799,General,28668,11,No Claim
CUSU8ZEE8D4KLIE,PROD111800,Health,244702,6,No Claim
CUS3HOLDU7JPMMQ,PROD111801,Life,71698,18,No Claim
CUSYM9CR3QOSFSI,PROD111802,General,64234,17,No Claim
CUSK435GNGN9NUM,PROD111804,Life,48486,7,No Claim
CUS0C1RE1QOQDUL,PROD111807,Health,195578,23,No Claim
CUS2P96X4UE91QR,PROD111809,Health,50090,5,No Claim
CUSUC5LESWWXYP0,PROD111830,General,217130,19,No Claim
CUSGXKF0CFB0COD,PROD111831,Life,195299,13,No Claim
CUSKYRKHZ1ER9V4,PROD111835,Life,205086,20,No Claim
CUSFDACUXHKJ6Y8,PROD111847,Health,171410,10,No Claim
CUSYALTLFY0GOGY,PROD111852,General,37491,14,No Claim
CUSAQ73XH0QH5L2,PROD111853,Health,102564,7,No Claim
CUSVEA4MJIJSJ1W,PROD111863,Health,163385,16,No Claim
CUS3LSKJ861P68P,PROD111882,General,37534,11,No Claim
CUS4WVJ1AFOWKQQ,PROD111891,Health,228770,22,No Claim
CUSXWD3OECWKWO7,PROD111895,Health,63312,7,No Claim
CUSIFNRGDTO83FT,PROD111896,Life,133926,15,No Claim
CUS3YLTL8O3YCE8,PROD111903,Health,156996,11,No Claim
CUSK2SH6JDQQ5GE,PROD111904,Health,96309,9,No Claim
CUSMOFC4J39DF8F,PROD111905,Life,209254,16,Claim Filed
CUS752B620C4UZT,PROD111907,Health,123726,12,No Claim
CUSU96XR3PNVE4X,PROD111912,Health,69102,15,No Claim
CUS2RF0XV6GC5U6,PROD111925,General,171881,23,No Claim
CUSOGEH47OLB2Z1,PROD111935,General,71264,19,No Claim
CUSO1Y2NJP7O07E,PROD111936,General,88249,5,No Claim
CUSID41ICKBAK6F,PROD111957,Health,36330,8,No Claim
CUSUON3MAEDN6BF,PROD111960,Health,190884,6,No Claim
371147006830,PROD111962,General,181805,24,No Claim
666296205679,PROD111976,Health,202149,19,No Claim
CUSUD35ENM12BBC,PROD111977,Life,64106,24,No Claim
CUS57OXGU7DV6ZH,PROD111978,General,151074,11,No Claim
968661129801,PROD111982,General,70898,19,No Claim
CUSPP9OEVS1JR77,PROD111984,General,59231,19,No Claim
CUS3S3ZPZRWYY8E,PROD111987,General,29357,17,No Claim
CUSEEAMYFP9S8GK,PROD111991,General,215962,24,No Claim
CUSDOXYH53KF5GG,PROD111994,Life,208500,20,No Claim
CUSENNMEFHKN5IF,PROD111998,Life,107796,7,No Claim
CUS9RZUYBNJZA42,PROD112004,Life,64476,21,No Claim
CUSXWWJTQP05OJW,PROD112017,General,35887,25,No Claim
CUSJREMIJIKEE83,PROD112024,Life,244259,24,No Claim
CUSAPKX52TD2QYU,PROD112026,Health,202254,7,No Claim
CUSW4F5I4FM1ISX,PROD112036,General,61944,24,No Claim
CUSOI6UP711TNK5,PROD112039,Health,223167,18,No Claim
CUSLTJE72L43BS7,PROD112044,General,190122,23,No Claim
CUSFFLF9I4OE87B,PROD112049,General,73639,11,No Claim
CUSOKSVT2H6SD40,PROD112050,Health,46178,6,No Claim
CUSZ4D14F8LFEOD,PROD112060,Health,97782,5,No Claim
CUSQXYDTWDX5U2K,PROD112068,Health,105363,7,No Claim
CUSJT9EIC7SFDS0,PROD112076,Health,75646,14,No Claim
CUSA9ZPIG5CMHTB,PROD112077,General,25004,11,No Claim
CUS55UQUQOQPRY2,PROD112078,General,168023,14,No Claim
CUSUBMY6ISECEP9,PROD112083,General,238571,12,Claim Settled
CUS1LA0GJTTTQVO,PROD112084,Life,174345,16,No Claim
648190142432,PROD112085,Health,127593,9,No Claim
CUSM50073LA1TJZ,PROD112092,General,32173,25,No Claim
CUSQPVGQEE7F273,PROD112095,General,247114,11,No Claim
CUSTDQSEOUT3LNA,PROD112101,Health,53725,5,No Claim
CUSHQYCWIH5C3P2,PROD112104,Health,197330,5,No Claim
225852895523,PROD112105,General,198840,19,No Claim
CUS8X6IM1N0M6TD,PROD112106,Life,61178,19,No Claim
CUSPR5C8EVRBCRE,PROD112114,Life,86399,7,No Claim
CUSUV8V2LG7P6K7,PROD112116,Life,224589,8,No Claim
CUSF3O80C6VH4KM,PROD112118,Health,224382,22,No Claim
CUSPTEREQ5M5CH6,PROD112126,Life,166325,15,No Claim
CUSZ0SIDB3W9GLI,PROD112130,Health,74429,23,Claim Filed
CUSX4W3LNAEHPIT,PROD112137,General,243093,16,No Claim
CUSGMV39PIG43YH,PROD112158,Health,99838,6,No Claim
CUSLX82DW8J1LQ0,PROD112159,General,132296,9,No Claim
CUSPNECGGL4LQLE,PROD112161,Life,155445,11,No Claim
CUS472HE4UKTVV2,PROD112166,General,143480,25,No Claim
CUSTRH0524NII4Z,PROD112176,Life,45869,10,No Claim
CUSMNGD5LECZKL1,PROD112177,Health,59409,15,No Claim
534531033647,PROD112185,Life,133920,17,No Claim
CUSSVMT940IEFEV,PROD112186,Life,172479,6,No Claim
CUSX96514XKEEAI,PROD112215,Health,132169,17,No Claim
CUSAN0OY7GZU2NK,PROD112228,Life,239102,15,No Claim
CUSB42P31OGWRVZ,PROD112231,Life,197176,24,No Claim
CUSXLRMODUEAMNL,PROD112237,Life,222163,17,No Claim
CUSSMRGXE17NRPD,PROD112240,General,37935,5,No Claim
CUSUY8CLU5U3YDL,PROD112242,Health,28963,17,No Claim
CUSSKEIO7MNAE6M,PROD112243,Health,180636,13,No Claim
CUSRGPJQRUHHGXO,PROD112247,General,96597,10,No Claim
CUSGN9SLXSOL5TI,PROD112248,Health,88272,22,No Claim
CUSBYTVU3K4OAWF,PROD112252,Life,214369,6,No Claim
CUSGPL6SCRH9NPE,PROD112260,Health,88530,17,No Claim
CUSQ2882B9DQ6DM,PROD112267,Life,35400,22,No Claim
CUSM93MSX2NRH4R,PROD112281,Life,44694,18,No Claim
CUSBR9YVY0D6Y1V,PROD112292,General,62071,13,No Claim
CUSWE6URLX0CL5Y,PROD112306,General,27277,16,No Claim
CUS81A81VYLOCFA,PROD112310,General,136092,16,No Claim
CUS4HJK9RGJQNSC,PROD112329,General,159840,17,No Claim
CUSV7XGSRBKNCXB,PROD112335,Health,109049,12,Claim Settled
CUSMVGNGK756D22,PROD112349,Health,93787,23,No Claim
169632069655,PROD112357,General,44287,24,No Claim
CUSJGUOIQ68BMC3,PROD112360,Life,176789,22,Claim Filed
CUS82Z26J77XNUT,PROD112363,General,42296,9,No Claim
CUSK0JHVUFXMPRT,PROD112366,Health,209637,11,No Claim
CUSE942POOE7BUF,PROD112369,General,109616,10,No Claim
166500719098,PROD112370,Health,181427,15,No Claim
CUSO3O25LDQFEGR,PROD112375,Health,241202,20,No Claim
CUS049Y9Y2MJ8Q2,PROD112394,Health,100783,15,No Claim
CUSKG4REPUOC0KN,PROD112396,Life,147600,19,No Claim
CUSU8RJ3G2DMGR1,PROD112401,General,61475,19,No Claim
CUS7UE6F2SRB64X,PROD112402,Health,55009,9,No Claim
CUSXC6Y53QDNHTU,PROD112418,General,216168,16,No Claim
CUSOR63OYBNFWD3,PROD112421,General,248152,16,No Claim
CUSFMC8RDBPF8UM,PROD112423,Health,173024,17,No Claim
697683746007,PROD112424,General,207110,16,No Claim
CUSH2RSBYI47PCN,PROD112430,Life,182482,15,No Claim
CUSJF5IA2K9RR31,PROD112431,Health,48070,10,No Claim
CUS2AQGM15A7FO1,PROD112433,General,249541,22,No Claim
CUS7GU7IVJUBFAS,PROD112446,Life,151364,16,No Claim
CUSWZVZWL222L4T,PROD112448,General,77326,6,No Claim
CUS338XL6K6M8UA,PROD112450,Health,69954,12,No Claim
CUS9MLAYW7RTJVW,PROD112451,General,118273,11,No Claim
CUSXRGUSZGM6ZFZ,PROD112485,General,59892,21,No Claim
786881702005,PROD112494,General,115615,15,No Claim
CUS25ON3LT98GA4,PROD112500,Health,240961,5,No Claim
CUSY9A1IVS31EOD,PROD112508,Health,56029,17,No Claim
CUS2J1LVKIYTR4A,PROD112513,General,211551,7,No Claim
CUSXVBCVCNS4PQ6,PROD112518,Health,209781,16,No Claim
CUSH6FYJXC4LST3,PROD112524,Life,159169,23,No Claim
CUSHS8M4NSBNIFL,PROD112532,Health,208422,14,No Claim
CUSJJQODOK4FYQ4,PROD112539,Health,42623,24,No Claim
CUSSEVE3TBIR1WP,PROD112545,General,104237,23,No Claim
CUSIMDV2M43UVAX,PROD112548,Life,241415,15,No Claim
CUSQADK613328AA,PROD112549,Life,81461,20,No Claim
CUS8G9U770TW7HY,PROD112563,Life,101909,19,No Claim
CUS29I6KUZNQJ78,PROD112565,Life,164529,5,No Claim
CUSI0F2CGASX6AK,PROD112569,Health,136758,24,No Claim
CUSSP6PXR3J72S1,PROD112572,General,131184,7,No Claim
CUSE3G2WXNN3NED,PROD112574,Life,218917,19,No Claim
594839457686,PROD112577,General,135069,15,No Claim
500818125309,PROD112578,Health,88220,25,No Claim
CUS8VY2YDRANPXG,PROD112586,General,70139,9,No Claim
CUSKCB81TUDC8A1,PROD112598,Health,225256,20,No Claim
CUSNMYGZ2ED0FYD,PROD112604,Health,73658,16,No Claim
756510217451,PROD112609,Health,205318,11,No Claim
CUS5XK1SYF8Z1R5,PROD112621,General,189545,22,No Claim
CUS1462HWB5UWU8,PROD112635,Life,96284,12,No Claim
CUSAJ11GFD1TI1U,PROD112639,General,186346,22,No Claim
CUS7I3S7YXXAE1W,PROD112644,General,174111,7,No Claim
933382512015,PROD112645,Health,235880,10,Claim Settled
CUS3T8XW3VZ5C3U,PROD112651,Life,187610,7,No Claim
CUS6UZSN67A6SPQ,PROD112653,Life,131423,13,No Claim
CUSK435GNGN9NUM,PROD112654,Life,31636,25,No Claim
CUSX8L1AGGXESK5,PROD112665,General,204960,8,No Claim
CUSHKQTKA3N3E8N,PROD112668,General,202690,25,No Claim
CUSO81QV2JJD4TO,PROD112671,Health,153604,8,No Claim
CUS4PX9BHJJ3YK2,PROD112688,Health,132006,21,No Claim
CUSTGIW0YHJFWEK,PROD112690,Life,116166,13,No Claim
CUSKMANBK3ZMBL5,PROD112700,Life,88729,7,No Claim
CUSE0VX7ZMG7OJO,PROD112711,General,197440,5,No Claim
CUSHMIJU05U133M,PROD112714,General,217388,24,No Claim
CUSCHMEXLGHJXUV,PROD112715,Life,50084,9,No Claim
CUSOBW9SGET3M36,PROD112724,Health,33275,20,No Claim
CUS4Q3P9UDSWPBH,PROD112726,General,206687,20,No Claim
CUSB29OHFF8P5L2,PROD112743,Life,71639,8,No Claim
CUSBMQZC9TD2UDD,PROD112744,Health,104673,19,No Claim
948946041108,PROD112745,Life,143542,8,No Claim
CUSSY9VJDLENOQH,PROD112751,Life,133236,18,No Claim
659846498134,PROD112757,Life,174714,20,No Claim
CUSI4MVZPHE6LEL,PROD112760,Life,63453,18,No Claim
CUSMOTHJTXZT8IB,PROD112761,Life,211708,6,Claim Settled
CUS187D3EJXV32Q,PROD112766,Health,135614,24,No Claim
CUSL1G2UNDQUH7I,PROD112767,Life,206337,24,No Claim
CUSXSJNLYYVVWHV,PROD112769,Life,122422,22,No Claim
CUSGHJJLUMK3AIG,PROD112772,Life,191807,16,No Claim
CUSJYZOZWX67KJK,PROD112773,Life,135341,20,No Claim
CUSDYGNN5DFMMEV,PROD112775,Health,49764,11,No Claim
CUS6VHW3IV09X77,PROD112782,General,209426,12,No Claim
CUS3ZJFSYERAJFT,PROD112787,Health,28762,12,No Claim
CUS093G9F7K6NXS,PROD112789,General,25344,9,No Claim
CUSL5M5MC921A3H,PROD112801,General,130979,14,No Claim
CUSAVK658OV5E1H,PROD112804,General,227225,18,No Claim
CUS7SNJI5E622PA,PROD112805,General,109959,19,No Claim
CUS1USTSOLNOJEB,PROD112819,General,203231,21,No Claim
CUSN8T0G5X41N41,PROD112823,Life,177118,25,No Claim
CUS23TA015QR11R,PROD112830,General,35810,12,No Claim
CUSYDVSWU0NGU5Y,PROD112837,Health,247188,8,No Claim
CUSFGUE6IGTWIDR,PROD112842,Life,57487,24,No Claim
CUS7EEUJCOQHXDQ,PROD112857,General,125711,15,No Claim
CUSKSOEHP18NT99,PROD112860,Life,139152,23,No Claim
CUS46GENYGRIUXJ,PROD112862,Life,170995,10,No Claim
351779648362,PROD112863,General,209382,21,No Claim
CUS952VP4YCQZGS,PROD112864,Health,60635,20,No Claim
CUSW5UCM54GOHU5,PROD112871,Health,185675,23,No Claim
CUSQL709YIWSKD2,PROD112872,Health,44270,7,No Claim
CUSWP3Y94272FV2,PROD112875,Health,185434,6,No Claim
CUSX60BZNDYHDO3,PROD112877,General,164978,16,No Claim
CUSKZ1MKR3QE9RZ,PROD112878,Life,170936,22,No Claim
CUSK4MM6Y0QL5Z8,PROD112881,General,163144,24,No Claim
CUSDTH98WEDVAAT,PROD112891,Health,220225,9,No Claim
CUS8IV3ULDQZ0I4,PROD112896,Health,27834,9,No Claim
CUS7ISS1JY80LY5,PROD112904,General,71839,13,No Claim
CUSLZVUJTUJM5UT,PROD112906,Health,202159,23,No Claim
CUS6OQ92UWSLVVY,PROD112911,Health,145604,6,No Claim
CUSLQM4DFCZU81N,PROD112915,General,162866,19,No Claim
CUSMUHYCOOCYI66,PROD112927,Health,172399,25,No Claim
CUS8CPNE87VA36A,PROD112928,Life,97419,15,Claim Filed
CUS5BJ5D5E3H0Y4,PROD112929,General,157945,24,No Claim
CUS3DPXFZI1S3N1,PROD112935,General,78374,21,No Claim
716235229772,PROD112947,Health,133503,8,No Claim
CUSLDTZVDIW6OS8,PROD112955,General,193256,8,No Claim
CUSEWLIRNAS6O4C,PROD112957,General,129779,23,No Claim
CUSAC73PBSD5U6V,PROD112959,General,229679,6,No Claim
CUSUF9S3UQFQ33D,PROD112962,General,54219,20,No Claim
CUS50T0GDM5QXL8,PROD112966,Health,110333,12,No Claim
CUSW2AAF1KZTKDK,PROD112969,Life,48360,24,Claim Settled
CUSNUH5US5P0NOB,PROD112973,General,229689,6,No Claim
CUSB2E2TWD3P96P,PROD112978,Health,49400,7,No Claim
CUSYZCQ6C2H0NEI,PROD112981,Health,50041,12,Claim Filed
CUS2W2GTVHKR3GB,PROD112986,Life,82263,25,No Claim
CUSJCD3YRJX9YSR,PROD112987,General,121654,12,No Claim
CUSDI8S5RZQ6P4S,PROD112995,Health,143076,21,No Claim
CUSNIJCY0DWW3WB,PROD112996,Life,59820,14,No Claim
CUSHJWEFUJ4K4SP,PROD113014,General,217106,25,No Claim
676519349870,PROD113015,Health,179973,5,No Claim
969004354682,PROD113027,Life,80750,22,No Claim
CUS1RR5N8GW78VP,PROD113035,Health,113462,10,No Claim
CUSFYQYWO38FQLT,PROD113045,Life,93361,20,No Claim
CUS8PVZHSZ6J9I7,PROD113047,General,74334,18,No Claim
CUSM0I6BDDZY7SU,PROD113049,Health,157481,12,No Claim
CUSV2VD276Q6B25,PROD113050,Health,95773,11,No Claim
CUSGN0FBUYE8QR7,PROD113053,Life,100122,7,No Claim
CUSAEPCIVCLBH5N,PROD113054,Health,167298,5,No Claim
CUSC55LDW8B3H80,PROD113059,General,232619,12,No Claim
633419421091,PROD113064,General,91330,25,No Claim
874117381631,PROD113069,General,245880,22,No Claim
CUSTNXYRX7H299K,PROD113070,Life,205726,11,Claim Filed
CUSTU8GCOJCTIDK,PROD113071,Health,48244,16,No Claim
CUSX7409RCHGCY0,PROD113072,Health,60596,19,No Claim
CUSFMR6WFZAROHQ,PROD113076,Health,39790,20,No Claim
CUSE51WMJOXPX4M,PROD113077,General,89839,13,No Claim
CUSBT3RH9ORSGAQ,PROD113078,Life,152964,19,No Claim
CUSDHHZNGJRUBIZ,PROD113082,Life,161704,8,No Claim
CUSKPJETPF0EKW1,PROD113098,Health,34354,9,No Claim
916446613820,PROD113100,General,105694,24,No Claim
306570963880,PROD113102,Life,123601,14,No Claim
CUS0ZTHPFP38PHK,PROD113103,Health,118051,12,No Claim
CUSNCC9SY8VS48M,PROD113114,Life,204976,17,No Claim
CUSS3DLPHFYR3OA,PROD113116,General,239980,17,No Claim
CUSNCDB3LHJDV6O,PROD113119,Life,53013,14,No Claim
CUS3TFQCOWEEVX3,PROD113126,Health,133777,22,No Claim
CUS5N6LWV89RY0L,PROD113128,Health,143114,7,No Claim
CUSV4P9BCZO7D0L,PROD113131,General,100262,16,No Claim
CUSP6RR43SLZYC8,PROD113140,Health,102999,25,No Claim
CUSONOKR90FL9OV,PROD113143,Life,100378,19,No Claim
588150685942,PROD113144,Life,148930,11,No Claim
CUS6VF82DVLZQX1,PROD113147,Life,50996,19,No Claim
CUSLA890PM1MQJ5,PROD113151,Life,105383,15,No Claim
CUSDOY4Z69745EQ,PROD113159,General,62648,7,No Claim
214312110572,PROD113161,General,142858,19,No Claim
CUSA1EIPICERHNX,PROD113162,Health,123195,17,No Claim
CUSXLXF34K1IUOE,PROD113165,Health,128670,10,No Claim
CUS5M1VREK19SIM,PROD113166,Health,183228,19,No Claim
CUSZAOTJRDWHN7C,PROD113172,Life,144340,6,No Claim
CUS5NRXBBF73UEC,PROD113174,Health,54746,10,No Claim
CUS6RT1WT3F1853,PROD113182,Life,192251,7,No Claim
CUS0XZPC74M6ZHA,PROD113183,Health,83336,17,No Claim
CUS000MKX5RHTAP,PROD113196,General,126624,9,No Claim
CUS7RJBN9QB1JFE,PROD113200,Life,29408,17,No Claim
CUSQGPEZ4YWE54H,PROD113208,General,168115,8,No Claim
CUSGFNZK31FQQVH,PROD113213,General,95734,21,No Claim
213818233995,PROD113219,Life,149576,14,No Claim
CUSFG5PYJIALMDN,PROD113220,Life,230578,11,No Claim
CUSBM3XDXG2AR2B,PROD113221,General,34941,25,No Claim
CUSC3MJJBAFS6IO,PROD113225,Health,57349,21,No Claim
CUS0Z258WII7T9B,PROD113238,Health,146251,24,No Claim
CUSVUQ419943UN6,PROD113239,Life,95263,6,No Claim
CUS4BK045R9BXC9,PROD113240,Life,77126,18,No Claim
CUSJ88ASYPBGD7H,PROD113249,Life,249158,8,No Claim
CUS50UDFTEBYR4S,PROD113264,Health,97711,24,No Claim
CUS7AOLJC6T0GKG,PROD113275,Health,208871,11,No Claim
CUSEXQ9H114U6U1,PROD113280,Health,39063,12,No Claim
CUS61MLADZ6PW3Z,PROD113281,Life,199077,18,No Claim
CUS0R8ELSQMLF7U,PROD113284,Life,130035,18,No Claim
CUSLQ56XS6YC73I,PROD113294,General,131764,8,No Claim
CUSG0T4YBSP4YP1,PROD113298,Health,193562,11,No Claim
CUSWKXZ0ZWQGFMC,PROD113300,Life,159116,25,No Claim
CUSM0XOI0B4U4AM,PROD113301,Health,105031,10,No Claim
CUS5LLXIPL28JG5,PROD113303,General,238301,11,No Claim
CUS74WWTYZ5CFNA,PROD113308,General,115695,6,Claim Filed
CUSE1M8OK5N9WKP,PROD113317,Life,155597,23,No Claim
CUSWTCL41VGVDJ8,PROD113319,Life,57926,12,No Claim
CUSPXR803GONNYE,PROD113323,Life,208667,18,No Claim
CUSVS99VX5L69IY,PROD113329,General,73942,25,No Claim
CUSVHLJM6DAUHK6,PROD113339,Health,56321,15,Claim Settled
CUS10K55U0MDGAB,PROD113344,General,227702,17,No Claim
CUSBDO4VLMLZBD5,PROD113345,Life,230576,17,No Claim
CUS9TX7NBODBNUP,PROD113349,Health,164456,10,No Claim
CUSDETLQK0T7WUI,PROD113358,Health,77397,12,No Claim
CUSJ62SR4AA5A2C,PROD113360,Health,95808,13,No Claim
CUSRETEL70YVC4O,PROD113361,General,202229,10,No Claim
CUS5A6E4FD9WR7J,PROD113363,Life,227545,7,No Claim
656261156935,PROD113370,Health,170048,9,No Claim
CUSBX8NDVBFN7UN,PROD113378,General,152105,23,No Claim
CUS6IFJJFMJ73LX,PROD113388,Health,130035,15,No Claim
CUSYFGG4DI8B627,PROD113395,General,35939,6,No Claim
CUSB9AJRAQV7UH8,PROD113397,Life,120293,8,No Claim
CUSJPV3LR7DCUSB,PROD113401,Health,77696,17,No Claim
CUSRW5PBFCZNQA9,PROD113402,Life,49226,7,No Claim
CUS8LO0AHWA9TFA,PROD113404,Life,103655,23,No Claim
CUSUXGILUMQW4CZ,PROD113405,Life,26251,12,Claim Filed
CUSJPVWP8VO57KP,PROD113412,Health,59877,6,No Claim
CUSUIJLDLTGT5D2,PROD113423,Health,134463,24,No Claim
CUSBTOG8YL9QS3V,PROD113424,Health,129574,12,No Claim
CUSLS68MN3JLOGI,PROD113428,General,156124,6,No Claim
CUSLCORI32OKPAT,PROD113439,Health,143552,16,No Claim
168193270419,PROD113452,Life,104133,20,No Claim
CUSEQWANSV96M7H,PROD113456,Life,65885,16,No Claim
CUSFGXOKVR0I3RC,PROD113458,Health,119196,5,No Claim
CUSQFYZ83TZLW4H,PROD113460,Life,81505,6,No Claim
CUS3Z1YR10VE7UP,PROD113463,Life,95357,20,No Claim
CUSM4ZIFBABKWLL,PROD113475,Life,168809,17,No Claim
CUS7ZS8ZHZE6XDI,PROD113484,Health,121855,18,No Claim
258570573159,PROD113485,Health,28963,22,No Claim
CUSLNF2IDE49B8P,PROD113488,Health,230540,6,No Claim
CUSMD4LIYIZN3ZB,PROD113493,Life,111975,8,No Claim
CUSDZNFZASXDZJ1,PROD113495,Life,127897,25,No Claim
CUS4UQQT3034M4B,PROD113497,Health,224279,14,No Claim
CUSLN3D8BX9M0WG,PROD113503,Health,225916,23,No Claim
CUSYDQ4JEP4LSVS,PROD113505,Life,177633,22,No Claim
CUS7D1PT2W9VFGP,PROD113511,Health,134635,19,No Claim
630153214499,PROD113521,General,90815,11,No Claim
CUS1CMBF4W9W7LI,PROD113529,General,209400,10,No Claim
CUSINDXRJVPZVQL,PROD113534,Health,58550,16,No Claim
CUSCAQZ7RRZVBOI,PROD113543,General,64232,25,No Claim
CUSXV0M8F629AKF,PROD113545,Health,53998,5,No Claim
CUS6FTXDY2IA4WG,PROD113546,General,140417,19,No Claim
CUSX0TO7GOCPBGX,PROD113557,Life,106995,24,No Claim
CUS3JBCWA1WU94J,PROD113564,Life,27231,17,No Claim
CUSOP2GIJOD1W4I,PROD113569,General,66351,14,No Claim
CUSE2QGFQXKNI6R,PROD113570,Life,190713,19,No Claim
CUSE8B3UIMXGGQU,PROD113580,Life,214098,17,No Claim
CUS5RCKK3MVY2DZ,PROD113587,Health,104181,9,No Claim
CUS16D3ZN5ZUVRV,PROD113589,General,126042,25,No Claim
CUSFRQU9RG9T4DS,PROD113592,General,35264,19,No Claim
231339466372,PROD113593,General,80600,11,No Claim
CUS8IFQ12PQQXSJ,PROD113595,General,133873,16,No Claim
CUSK4CWK91UKJFA,PROD113600,General,95722,24,No Claim
CUSB7JT2AXWQOLN,PROD113611,Health,242587,19,No Claim
CUSOTKUNURLQ17D,PROD113620,Health,67646,8,No Claim
CUS6OE3L3RD8L4B,PROD113638,Life,224992,17,No Claim
CUSGQ82GXB90L63,PROD113659,Health,247725,20,No Claim
CUSSW56385WXWXL,PROD113660,Health,88002,25,No Claim
CUSSQSIOL8GB328,PROD113665,General,227203,25,No Claim
CUSGYHD705MOR2T,PROD113670,General,248502,12,No Claim
CUSSGJOCUBP69Q3,PROD113683,Health,86180,7,No Claim
CUSUMD58TXBNA1E,PROD113700,Health,146583,23,No Claim
CUSNKF2YMS87JR1,PROD113701,General,181200,17,No Claim
194989069262,PROD113703,Health,198471,17,No Claim
CUS9ADH88AH19KE,PROD113706,Health,29578,15,No Claim
CUSCMDIP9DI2MX3,PROD113707,Health,231763,17,No Claim
CUSJX42EH0QBVRP,PROD113718,Health,213887,19,No Claim
CUSG3RJM7VUQP5S,PROD113719,Life,75206,10,No Claim
CUS23HAQRADETCJ,PROD113726,Life,137411,15,No Claim
CUSDNHQNSQ8RGFT,PROD113728,General,222728,18,No Claim
CUSD1RRDUZBQFVK,PROD113729,Life,183115,11,No Claim
CUSRHL3X151EPAK,PROD113734,General,243656,17,No Claim
CUSGE4H0C0DC59D,PROD113736,General,199331,19,No Claim
CUSIQNXT5KZ40AV,PROD113737,Health,60002,9,No Claim
CUS7E6ZC2CBMSDC,PROD113739,Life,155400,6,No Claim
CUS5OYVTQAMVRWB,PROD113741,Health,193766,6,No Claim
553486170471,PROD113742,Life,240241,17,No Claim
CUSQ4ULWLHPLGKN,PROD113750,Health,123092,25,No Claim
CUSWF1M2ILJ21OS,PROD113753,Life,60295,14,No Claim
CUSZC4BR2WLTSZF,PROD113764,Health,207204,25,No Claim
CUSKQTYDB90MTXL,PROD113767,Health,156302,9,No Claim
CUSICXOMDT7GXE5,PROD113768,Health,155033,18,No Claim
CUSG9S2VVCQQZKV,PROD113771,Life,108725,12,No Claim
CUSPCSD9DM2ETKS,PROD113784,Life,64651,9,No Claim
CUS0DX8ZK739P5A,PROD113785,Health,233148,25,No Claim
CUSQVUBQEZQJPAL,PROD113787,Health,118680,19,Claim Settled
CUSAGEJILA54H25,PROD113793,Health,146912,12,No Claim
577136717696,PROD113799,General,62033,5,No Claim
CUS1S6XO422QT5Z,PROD113802,Life,191763,8,No Claim
CUSGHWLGQOYM8BS,PROD113804,Life,173748,13,No Claim
CUSFQVYF5JPRILV,PROD113805,Life,48428,17,No Claim
CUS8WAE7YDXKTRR,PROD113806,General,87054,19,No Claim
CUSITG7GN3D0BDO,PROD113809,General,188015,16,No Claim
CUST8W5SER6JN3E,PROD113813,General,194960,25,No Claim
CUSYTONG8XKVF7K,PROD113820,Life,245390,17,No Claim
CUSFQZQ02PL9IMT,PROD113825,Health,194699,6,No Claim
CUSP34NBA3983IF,PROD113827,General,118230,16,No Claim
CUS3QLPDL78D66N,PROD113830,Health,90491,5,No Claim
CUS8YHD6WBM8MIK,PROD113834,Health,239904,12,No Claim
CUSAGF4OC0BOL90,PROD113843,General,59982,15,No Claim
CUSDFDAS53AVR2I,PROD113847,Life,163306,14,No Claim
CUS6MF5QAFS4H6S,PROD113854,General,88937,15,No Claim
231980254570,PROD113858,Health,175539,10,No Claim
CUSM41RD9B930CJ,PROD113862,Health,52483,20,No Claim
CUSUT9YB5CMVXLG,PROD113865,Life,69112,19,No Claim
CUS1IS9KCBJUM6U,PROD113867,Life,166458,10,No Claim
CUSOMAFGFZYO6WC,PROD113874,General,67066,20,No Claim
CUSAEUCNI2E44RD,PROD113876,Health,111230,20,No Claim
CUSQ1QWSHZYGSPR,PROD113884,General,202378,19,No Claim
CUS3MN4EQ74SQAK,PROD113890,Life,124437,12,No Claim
CUSWN4KFA50NF9Q,PROD113891,General,63807,17,Claim Filed
421571272246,PROD113892,Life,129742,24,No Claim
CUSB2JESEH8DB9G,PROD113899,Life,28318,24,No Claim
CUSL3MHBJQF77ZD,PROD113902,General,72053,22,No Claim
CUSRP49NKRINI72,PROD113909,Life,97678,7,No Claim
CUSZ8FTNSZMQV37,PROD113911,Health,108712,19,No Claim
CUSWC2I4OBN6X95,PROD113914,General,50118,12,No Claim
CUSMY2HXSUU6WF4,PROD113925,Life,167835,12,No Claim
CUSET2AZKEB9UTD,PROD113937,General,156019,9,No Claim
CUSK5NSK7EHWI6Y,PROD113940,General,179913,10,No Claim
CUS9JXYX7W3UFPZ,PROD113946,Health,90520,10,No Claim
CUS65USJHD0LXDH,PROD113950,Life,195170,22,No Claim
CUS1RUWEHYI6OI5,PROD113953,Life,76624,7,No Claim
CUSC7N0IXB0XEIF,PROD113955,General,81793,11,No Claim
CUS3UYREKPZ46VX,PROD113957,General,208184,7,No Claim
CUSA676EQ9KHKY1,PROD113963,Health,91282,22,No Claim
797955841536,PROD113975,Life,59200,8,No Claim
