Customer/Merchant ID,Lead Source,Lead Status,Follow-up Date,Remarks
YESB30268032,Digital Campaign,In Progress,2024-12-26 00:00:00,Called for FD
YESB23993256,Digital Campaign,In Progress,2024-01-07 00:00:00,Interested in HL
YESB20981193,Digital Campaign,In Progress,2024-07-06 00:00:00,Called for FD
YESB26745467,Referral,Converted,2024-03-03 00:00:00,KYC Pending
YESB89192571,Digital Campaign,Converted,2024-01-27 00:00:00,KYC Pending
YESB14630685,Walk-in,In Progress,2024-02-12 00:00:00,Wait for salary credit
YESB52329600,Referral,Converted,2024-12-18 00:00:00,Wait for salary credit
YESB84148977,Digital Campaign,In Progress,2024-11-28 00:00:00,KYC Pending
YESB95457498,Walk-in,In Progress,2024-11-15 00:00:00,Interested in HL
YESB44268420,Referral,In Progress,2024-11-03 00:00:00,KYC Pending
YESB87989219,Walk-in,Converted,2024-06-27 00:00:00,Interested in HL
YESB89790247,Referral,In Progress,2024-11-11 00:00:00,Called for FD
YESB29392755,Walk-in,Lost,2024-08-25 00:00:00,Wait for salary credit
YESB22210565,Referral,Lost,2024-11-11 00:00:00,KYC Pending
YESB90419354,Digital Campaign,Lost,2024-05-12 00:00:00,Wait for salary credit
YESB46897439,Walk-in,In Progress,2024-09-29 00:00:00,KYC Pending
YESB88311458,Referral,Lost,2024-05-16 00:00:00,Wait for salary credit
YESB61154378,Referral,In Progress,2024-09-19 00:00:00,Called for FD
YESB78505715,Referral,Lost,2024-10-09 00:00:00,Interested in HL
YESB93474829,Referral,Converted,2024-04-30 00:00:00,Interested in HL
YESB40861718,Walk-in,Lost,2024-03-22 00:00:00,Called for FD
YESB39201778,Digital Campaign,Lost,2024-01-20 00:00:00,Called for FD
YESB67300216,Walk-in,In Progress,2024-08-03 00:00:00,Wait for salary credit
YESB82821275,Digital Campaign,Converted,2024-03-01 00:00:00,Wait for salary credit
YESB95146044,Walk-in,Lost,2024-02-21 00:00:00,Wait for salary credit
YESB24917239,Digital Campaign,Lost,2024-10-26 00:00:00,Wait for salary credit
YESB58749004,Digital Campaign,In Progress,2024-12-21 00:00:00,KYC Pending
YESB32406188,Referral,In Progress,2024-11-05 00:00:00,Called for FD
YESB77266872,Digital Campaign,Lost,2024-03-04 00:00:00,KYC Pending
YESB26610581,Digital Campaign,Lost,2024-08-16 00:00:00,Wait for salary credit
YESB27991988,Digital Campaign,Converted,2024-07-09 00:00:00,Wait for salary credit
YESB90695152,Digital Campaign,Lost,2024-01-16 00:00:00,Called for FD
YESB79244616,Walk-in,Converted,2024-09-07 00:00:00,Wait for salary credit
YESB41461585,Referral,In Progress,2024-01-12 00:00:00,Called for FD
YESB71730976,Referral,In Progress,2024-01-14 00:00:00,KYC Pending
YESB34624144,Digital Campaign,Lost,2024-12-17 00:00:00,KYC Pending
YESB40865212,Walk-in,Converted,2024-04-17 00:00:00,Wait for salary credit
YESB76224744,Digital Campaign,In Progress,2024-10-30 00:00:00,Interested in HL
YESB49201452,Walk-in,In Progress,2024-07-06 00:00:00,KYC Pending
YESB50337042,Referral,Lost,2024-02-24 00:00:00,Called for FD
YESB74027302,Walk-in,Lost,2024-11-02 00:00:00,Wait for salary credit
YESB80545035,Referral,In Progress,2024-03-31 00:00:00,Interested in HL
YESB23021101,Referral,Lost,2024-12-26 00:00:00,Interested in HL
YESB95000087,Walk-in,In Progress,2024-12-19 00:00:00,Wait for salary credit
YESB93782989,Digital Campaign,In Progress,2024-04-13 00:00:00,Called for FD
YESB25649215,Digital Campaign,Converted,2024-02-18 00:00:00,Interested in HL
YESB39119831,Walk-in,In Progress,2024-12-27 00:00:00,Interested in HL
YESB59031161,Walk-in,Converted,2024-02-10 00:00:00,KYC Pending
YESB57762757,Digital Campaign,Converted,2024-05-30 00:00:00,Wait for salary credit
YESB89956019,Walk-in,In Progress,2024-08-06 00:00:00,Called for FD
YESB94709019,Walk-in,In Progress,2024-04-19 00:00:00,KYC Pending
YESB41953069,Digital Campaign,Lost,2024-12-09 00:00:00,Called for FD
YESB87016438,Digital Campaign,In Progress,2024-08-29 00:00:00,Interested in HL
YESB20288730,Walk-in,Converted,2024-09-14 00:00:00,Wait for salary credit
YESB61630465,Walk-in,Lost,2024-09-06 00:00:00,Interested in HL
YESB33093623,Digital Campaign,Lost,2024-11-01 00:00:00,Wait for salary credit
YESB53113399,Walk-in,Lost,2024-08-18 00:00:00,KYC Pending
YESB55860207,Walk-in,Converted,2024-12-13 00:00:00,Interested in HL
YESB34742846,Walk-in,Converted,2024-09-06 00:00:00,Interested in HL
YESB71336347,Referral,In Progress,2024-08-15 00:00:00,Interested in HL
YESB45864560,Digital Campaign,Lost,2024-05-23 00:00:00,KYC Pending
YESB22904394,Digital Campaign,Lost,2024-03-23 00:00:00,Interested in HL
YESB86643940,Walk-in,In Progress,2024-12-18 00:00:00,Called for FD
YESB15452374,Walk-in,Lost,2024-04-18 00:00:00,KYC Pending
YESB23173513,Digital Campaign,Lost,2024-03-01 00:00:00,Called for FD
YESB31350515,Walk-in,In Progress,2024-09-15 00:00:00,KYC Pending
YESB48932689,Digital Campaign,Converted,2024-03-22 00:00:00,Wait for salary credit
YESB81781312,Referral,In Progress,2024-07-13 00:00:00,Wait for salary credit
YESB70084068,Digital Campaign,In Progress,2024-10-07 00:00:00,Interested in HL
YESB75108308,Digital Campaign,Converted,2024-04-11 00:00:00,Wait for salary credit
YESB38462099,Digital Campaign,Converted,2024-01-17 00:00:00,Interested in HL
YESB10720000,Referral,Converted,2024-08-15 00:00:00,KYC Pending
YESB73404210,Walk-in,Lost,2024-07-02 00:00:00,Called for FD
YESB66882967,Walk-in,Lost,2024-01-10 00:00:00,Interested in HL
YESB46462230,Referral,Lost,2024-09-08 00:00:00,KYC Pending
YESB23201859,Referral,Lost,2024-10-04 00:00:00,KYC Pending
YESB44808824,Walk-in,Converted,2024-11-03 00:00:00,Interested in HL
YESB75881932,Walk-in,In Progress,2024-10-09 00:00:00,Called for FD
YESB16264328,Walk-in,Converted,2024-04-25 00:00:00,Wait for salary credit
YESB23289633,Walk-in,Converted,2024-07-16 00:00:00,Wait for salary credit
YESB99977191,Digital Campaign,In Progress,2024-08-08 00:00:00,KYC Pending
YESB63074163,Walk-in,Converted,2024-04-12 00:00:00,Wait for salary credit
YESB92105425,Walk-in,Lost,2024-03-01 00:00:00,Interested in HL
YESB31891557,Referral,Converted,2024-03-19 00:00:00,Interested in HL
YESB12495698,Digital Campaign,Converted,2024-05-18 00:00:00,KYC Pending
YESB74231201,Walk-in,Lost,2024-08-28 00:00:00,Called for FD
YESB84779163,Referral,In Progress,2024-08-24 00:00:00,Interested in HL
YESB48972884,Walk-in,In Progress,2024-05-06 00:00:00,Wait for salary credit
YESB33891010,Digital Campaign,In Progress,2024-11-11 00:00:00,KYC Pending
YESB52750901,Walk-in,In Progress,2024-06-01 00:00:00,Interested in HL
YESB25468830,Referral,In Progress,2024-02-24 00:00:00,Interested in HL
YESB34032951,Referral,Converted,2024-04-18 00:00:00,KYC Pending
YESB64687524,Digital Campaign,In Progress,2024-05-11 00:00:00,Wait for salary credit
YESB80338710,Referral,Lost,2024-10-03 00:00:00,Wait for salary credit
YESB13849497,Walk-in,Lost,2024-01-10 00:00:00,Wait for salary credit
YESB97406469,Digital Campaign,Lost,2024-08-30 00:00:00,KYC Pending
YESB54478658,Digital Campaign,Lost,2024-01-22 00:00:00,Wait for salary credit
YESB54806316,Digital Campaign,Converted,2024-10-13 00:00:00,Called for FD
YESB30214635,Digital Campaign,Lost,2024-07-15 00:00:00,KYC Pending
YESB34132480,Referral,Lost,2024-01-18 00:00:00,Interested in HL
YESB18666287,Referral,Lost,2024-04-26 00:00:00,Wait for salary credit
YESB82323635,Digital Campaign,Lost,2024-04-17 00:00:00,KYC Pending
YESB54035886,Referral,In Progress,2024-01-09 00:00:00,KYC Pending
YESB79982446,Walk-in,In Progress,2024-09-05 00:00:00,Interested in HL
YESB18818211,Walk-in,Lost,2024-09-27 00:00:00,Called for FD
YESB27568762,Walk-in,Lost,2024-01-05 00:00:00,Wait for salary credit
YESB38615491,Walk-in,In Progress,2024-03-20 00:00:00,Interested in HL
YESB33221342,Walk-in,Converted,2024-11-18 00:00:00,Called for FD
YESB29719273,Referral,In Progress,2024-11-19 00:00:00,KYC Pending
YESB69921428,Digital Campaign,Lost,2024-10-06 00:00:00,Called for FD
YESB13673078,Walk-in,Converted,2024-04-22 00:00:00,Wait for salary credit
YESB40124408,Digital Campaign,Lost,2024-04-10 00:00:00,Wait for salary credit
YESB25510765,Digital Campaign,Lost,2024-06-25 00:00:00,KYC Pending
YESB51427589,Digital Campaign,Converted,2024-08-03 00:00:00,KYC Pending
YESB21387149,Digital Campaign,Lost,2024-08-26 00:00:00,Wait for salary credit
YESB97098236,Walk-in,Converted,2024-08-25 00:00:00,Wait for salary credit
YESB90988069,Digital Campaign,Converted,2024-06-02 00:00:00,Wait for salary credit
YESB58484173,Walk-in,Lost,2024-10-14 00:00:00,Interested in HL
YESB93351541,Walk-in,Lost,2024-11-02 00:00:00,Called for FD
YESB76298446,Referral,Lost,2024-12-22 00:00:00,Wait for salary credit
YESB36496896,Walk-in,Converted,2024-01-23 00:00:00,Wait for salary credit
YESB64181312,Referral,In Progress,2024-01-13 00:00:00,Called for FD
YESB75297065,Referral,Lost,2024-07-28 00:00:00,KYC Pending
YESB29058717,Digital Campaign,Lost,2024-12-27 00:00:00,Interested in HL
YESB86851395,Referral,Lost,2024-06-15 00:00:00,Called for FD
YESB27233205,Referral,Converted,2024-09-06 00:00:00,Called for FD
YESB76088649,Walk-in,In Progress,2024-05-11 00:00:00,Called for FD
YESB26744366,Digital Campaign,Lost,2024-11-13 00:00:00,Called for FD
YESB25467018,Referral,In Progress,2024-10-11 00:00:00,KYC Pending
YESB17401965,Digital Campaign,Lost,2024-08-27 00:00:00,Called for FD
YESB50939465,Walk-in,In Progress,2024-03-13 00:00:00,KYC Pending
YESB15028579,Walk-in,Lost,2024-05-10 00:00:00,KYC Pending
YESB67768134,Referral,Lost,2024-06-09 00:00:00,KYC Pending
YESB75271895,Walk-in,Converted,2024-05-23 00:00:00,Interested in HL
YESB30086913,Walk-in,Lost,2024-12-26 00:00:00,Called for FD
YESB68529026,Walk-in,Lost,2024-01-05 00:00:00,Interested in HL
YESB18131877,Digital Campaign,Lost,2024-07-12 00:00:00,KYC Pending
YESB94747945,Digital Campaign,Lost,2024-05-17 00:00:00,Wait for salary credit
YESB44832447,Referral,Converted,2024-02-14 00:00:00,Wait for salary credit
YESB19878810,Walk-in,Converted,2024-06-17 00:00:00,Wait for salary credit
YESB59333004,Referral,Lost,2024-02-21 00:00:00,KYC Pending
YESB95115612,Walk-in,In Progress,2024-01-13 00:00:00,KYC Pending
YESB43364233,Digital Campaign,Lost,2024-09-12 00:00:00,Wait for salary credit
YESB43330583,Digital Campaign,In Progress,2024-09-24 00:00:00,KYC Pending
YESB88304544,Referral,In Progress,2024-10-17 00:00:00,Wait for salary credit
YESB19002172,Referral,Converted,2024-01-15 00:00:00,KYC Pending
YESB60403319,Referral,Converted,2024-04-05 00:00:00,Called for FD
YESB97281618,Digital Campaign,In Progress,2024-09-11 00:00:00,Called for FD
YESB68243343,Walk-in,In Progress,2024-01-11 00:00:00,Wait for salary credit
YESB76810675,Digital Campaign,Lost,2024-05-03 00:00:00,KYC Pending
YESB26823797,Walk-in,Converted,2024-01-17 00:00:00,Interested in HL
YESB46351654,Walk-in,Converted,2024-09-13 00:00:00,Wait for salary credit
YESB96056235,Walk-in,Converted,2024-09-23 00:00:00,Interested in HL
YESB15761702,Referral,In Progress,2024-05-10 00:00:00,KYC Pending
YESB87792975,Referral,Lost,2024-09-29 00:00:00,KYC Pending
YESB99184669,Walk-in,In Progress,2024-07-28 00:00:00,Interested in HL
YESB30588864,Referral,Lost,2024-11-16 00:00:00,Wait for salary credit
YESB17723614,Walk-in,Lost,2024-02-01 00:00:00,Wait for salary credit
YESB82374890,Walk-in,Converted,2024-02-03 00:00:00,Interested in HL
YESB65329933,Referral,Lost,2024-03-01 00:00:00,Wait for salary credit
YESB60508744,Walk-in,In Progress,2024-02-25 00:00:00,Interested in HL
YESB80476383,Walk-in,Lost,2024-06-12 00:00:00,KYC Pending
YESB19136524,Referral,In Progress,2024-04-18 00:00:00,Interested in HL
YESB17547099,Digital Campaign,In Progress,2024-04-12 00:00:00,Wait for salary credit
YESB88087766,Walk-in,Lost,2024-06-18 00:00:00,KYC Pending
YESB34181702,Referral,Converted,2024-07-08 00:00:00,Wait for salary credit
YESB55710260,Referral,Converted,2024-06-21 00:00:00,Interested in HL
YESB36268934,Digital Campaign,Lost,2024-05-19 00:00:00,Called for FD
YESB42532752,Walk-in,Lost,2024-01-02 00:00:00,Called for FD
YESB59378746,Digital Campaign,Converted,2024-12-14 00:00:00,Interested in HL
YESB13170162,Walk-in,Lost,2024-07-30 00:00:00,Wait for salary credit
YESB94550752,Digital Campaign,In Progress,2024-10-25 00:00:00,Interested in HL
YESB18614909,Digital Campaign,In Progress,2024-12-20 00:00:00,KYC Pending
YESB31522926,Walk-in,In Progress,2024-04-09 00:00:00,KYC Pending
YESB39436810,Referral,Lost,2024-01-07 00:00:00,Called for FD
YESB94746934,Digital Campaign,Converted,2024-03-18 00:00:00,Interested in HL
YESB69177102,Walk-in,In Progress,2024-12-07 00:00:00,Called for FD
YESB43795852,Referral,Lost,2024-10-10 00:00:00,Wait for salary credit
YESB42158304,Referral,Lost,2024-06-20 00:00:00,Wait for salary credit
YESB37340633,Walk-in,Converted,2024-10-23 00:00:00,Wait for salary credit
YESB71634758,Walk-in,Converted,2024-05-06 00:00:00,KYC Pending
YESB79715025,Referral,In Progress,2024-02-13 00:00:00,Wait for salary credit
YESB89823902,Digital Campaign,In Progress,2024-08-21 00:00:00,Interested in HL
YESB55985725,Referral,Converted,2024-08-02 00:00:00,KYC Pending
YESB68712268,Walk-in,Lost,2024-04-28 00:00:00,Interested in HL
YESB28607721,Walk-in,Converted,2024-12-21 00:00:00,Called for FD
YESB82346376,Walk-in,Lost,2024-02-25 00:00:00,Wait for salary credit
YESB62874736,Digital Campaign,In Progress,2024-04-27 00:00:00,Interested in HL
YESB56815128,Referral,Lost,2024-07-26 00:00:00,Wait for salary credit
YESB75702073,Referral,Converted,2024-04-24 00:00:00,Called for FD
YESB67339671,Digital Campaign,In Progress,2024-09-02 00:00:00,KYC Pending
YESB62260088,Walk-in,Converted,2024-03-15 00:00:00,KYC Pending
YESB49334295,Walk-in,Converted,2024-02-02 00:00:00,Interested in HL
YESB12635054,Walk-in,In Progress,2024-07-19 00:00:00,Interested in HL
YESB66540595,Walk-in,Converted,2024-11-29 00:00:00,Wait for salary credit
YESB43873032,Digital Campaign,In Progress,2024-03-22 00:00:00,Wait for salary credit
YESB35648005,Digital Campaign,Converted,2024-11-05 00:00:00,Wait for salary credit
YESB48553926,Digital Campaign,Converted,2024-02-04 00:00:00,KYC Pending
YESB22876080,Digital Campaign,Converted,2024-06-25 00:00:00,KYC Pending
YESB97862408,Walk-in,In Progress,2024-03-28 00:00:00,KYC Pending
YESB16559760,Referral,Converted,2024-08-14 00:00:00,Called for FD
YESB66306644,Digital Campaign,In Progress,2024-09-14 00:00:00,Called for FD
YESB39079939,Walk-in,Converted,2024-04-08 00:00:00,Called for FD
YESB99570707,Walk-in,Converted,2024-05-07 00:00:00,Wait for salary credit
YESB81810416,Digital Campaign,Converted,2024-01-31 00:00:00,KYC Pending
YESB69136763,Walk-in,In Progress,2024-08-12 00:00:00,Wait for salary credit
YESB93787704,Walk-in,Lost,2024-12-05 00:00:00,Interested in HL
YESB23945634,Walk-in,In Progress,2024-03-07 00:00:00,Called for FD
YESB32614123,Referral,Converted,2024-03-01 00:00:00,Called for FD
YESB49971226,Walk-in,Lost,2024-09-06 00:00:00,Wait for salary credit
YESB97502398,Referral,In Progress,2024-06-02 00:00:00,Called for FD
YESB60790253,Digital Campaign,In Progress,2024-09-19 00:00:00,Interested in HL
YESB76658666,Referral,Lost,2024-02-23 00:00:00,Called for FD
YESB65074159,Referral,Converted,2024-07-04 00:00:00,Called for FD
YESB59780489,Digital Campaign,Lost,2024-02-28 00:00:00,Wait for salary credit
YESB98992724,Digital Campaign,In Progress,2024-05-29 00:00:00,KYC Pending
YESB19052725,Referral,Converted,2024-03-20 00:00:00,Interested in HL
YESB92882686,Walk-in,In Progress,2024-10-30 00:00:00,KYC Pending
YESB29835970,Digital Campaign,Lost,2024-06-27 00:00:00,Interested in HL
YESB18131847,Digital Campaign,Lost,2024-05-31 00:00:00,Interested in HL
YESB10827857,Digital Campaign,Lost,2024-12-21 00:00:00,Wait for salary credit
YESB16972228,Referral,Lost,2024-12-07 00:00:00,Interested in HL
YESB67276814,Walk-in,In Progress,2024-12-05 00:00:00,Called for FD
YESB60967755,Walk-in,Converted,2024-04-21 00:00:00,Interested in HL
YESB45511569,Referral,Converted,2024-03-23 00:00:00,Called for FD
YESB60099446,Referral,In Progress,2024-01-14 00:00:00,Wait for salary credit
YESB72928601,Digital Campaign,Lost,2024-07-28 00:00:00,Called for FD
YESB17759720,Digital Campaign,In Progress,2024-08-02 00:00:00,KYC Pending
YESB93301222,Walk-in,Converted,2024-11-11 00:00:00,Interested in HL
YESB52194091,Referral,Lost,2024-11-02 00:00:00,Wait for salary credit
YESB96423569,Walk-in,Converted,2024-10-18 00:00:00,KYC Pending
YESB66173024,Digital Campaign,Converted,2024-10-30 00:00:00,Interested in HL
YESB95849665,Walk-in,Converted,2024-09-15 00:00:00,Wait for salary credit
YESB17829946,Digital Campaign,In Progress,2024-03-18 00:00:00,Interested in HL
YESB76570243,Digital Campaign,In Progress,2024-11-30 00:00:00,Called for FD
YESB54365047,Referral,In Progress,2024-07-01 00:00:00,Wait for salary credit
YESB15559154,Digital Campaign,In Progress,2024-11-14 00:00:00,Called for FD
YESB40341453,Digital Campaign,Lost,2024-07-26 00:00:00,Wait for salary credit
YESB85171899,Referral,Converted,2024-07-01 00:00:00,KYC Pending
YESB93603701,Walk-in,Converted,2024-01-31 00:00:00,Wait for salary credit
YESB21373345,Digital Campaign,In Progress,2024-10-07 00:00:00,KYC Pending
YESB56975471,Referral,Converted,2024-01-02 00:00:00,KYC Pending
YESB55455868,Walk-in,Converted,2024-04-10 00:00:00,Wait for salary credit
YESB87724958,Referral,Converted,2024-02-13 00:00:00,Interested in HL
YESB11613637,Referral,Converted,2024-04-20 00:00:00,Called for FD
YESB89815648,Digital Campaign,In Progress,2024-09-01 00:00:00,KYC Pending
YESB92824944,Digital Campaign,Lost,2024-09-20 00:00:00,Wait for salary credit
YESB47776620,Referral,Lost,2024-02-14 00:00:00,Wait for salary credit
YESB14954420,Referral,Converted,2024-01-12 00:00:00,Interested in HL
YESB91186916,Digital Campaign,In Progress,2024-10-14 00:00:00,KYC Pending
YESB99005744,Digital Campaign,Converted,2024-11-21 00:00:00,Interested in HL
YESB19125325,Digital Campaign,Lost,2024-09-23 00:00:00,Called for FD
YESB86148446,Digital Campaign,Lost,2024-08-11 00:00:00,KYC Pending
YESB71857025,Referral,Converted,2024-07-11 00:00:00,Called for FD
YESB87734211,Referral,Converted,2024-07-28 00:00:00,Wait for salary credit
YESB99343052,Digital Campaign,Converted,2024-09-26 00:00:00,Called for FD
YESB59453902,Walk-in,In Progress,2024-12-06 00:00:00,KYC Pending
YESB26709779,Referral,Converted,2024-04-29 00:00:00,KYC Pending
YESB62468696,Referral,Lost,2024-05-29 00:00:00,Called for FD
YESB30905525,Walk-in,In Progress,2024-03-18 00:00:00,Interested in HL
YESB62745722,Referral,Lost,2024-01-07 00:00:00,Called for FD
YESB59115678,Walk-in,Converted,2024-07-19 00:00:00,Called for FD
YESB93018075,Digital Campaign,Converted,2024-01-21 00:00:00,Called for FD
YESB97023230,Walk-in,In Progress,2024-02-29 00:00:00,KYC Pending
YESB34982158,Digital Campaign,Converted,2024-09-05 00:00:00,KYC Pending
YESB85364849,Referral,Converted,2024-05-07 00:00:00,Interested in HL
YESB24341298,Walk-in,In Progress,2024-10-17 00:00:00,Called for FD
YESB34548451,Walk-in,Converted,2024-12-17 00:00:00,Wait for salary credit
YESB78337487,Digital Campaign,Lost,2024-04-04 00:00:00,Wait for salary credit
YESB92133640,Walk-in,In Progress,2024-05-19 00:00:00,Called for FD
YESB27178547,Referral,In Progress,2024-04-13 00:00:00,Interested in HL
YESB62293864,Walk-in,In Progress,2024-08-06 00:00:00,Called for FD
YESB17687858,Referral,Converted,2024-04-03 00:00:00,Interested in HL
YESB42869716,Digital Campaign,Converted,2024-11-10 00:00:00,KYC Pending
YESB69879803,Digital Campaign,In Progress,2024-08-19 00:00:00,Interested in HL
YESB26067395,Digital Campaign,In Progress,2024-07-21 00:00:00,Interested in HL
YESB80952749,Digital Campaign,Lost,2024-01-23 00:00:00,Wait for salary credit
YESB55813898,Digital Campaign,Lost,2024-05-09 00:00:00,Called for FD
YESB62113425,Referral,In Progress,2024-10-19 00:00:00,Wait for salary credit
YESB71650371,Digital Campaign,In Progress,2024-12-20 00:00:00,Called for FD
YESB11730945,Digital Campaign,In Progress,2024-03-30 00:00:00,Interested in HL
YESB48056573,Referral,Lost,2024-07-19 00:00:00,KYC Pending
YESB23945301,Walk-in,In Progress,2024-05-22 00:00:00,Interested in HL
YESB55892927,Referral,Lost,2024-05-08 00:00:00,KYC Pending
YESB88652657,Digital Campaign,Converted,2024-11-19 00:00:00,Wait for salary credit
YESB96947551,Digital Campaign,In Progress,2024-03-15 00:00:00,Wait for salary credit
YESB36785334,Referral,In Progress,2024-04-11 00:00:00,Wait for salary credit
YESB64529803,Walk-in,In Progress,2024-04-25 00:00:00,Wait for salary credit
YESB87558738,Walk-in,Converted,2024-10-13 00:00:00,Interested in HL
YESB64681819,Referral,Lost,2024-07-28 00:00:00,Interested in HL
YESB93118088,Digital Campaign,Lost,2024-09-23 00:00:00,Interested in HL
YESB12583637,Digital Campaign,Lost,2024-12-12 00:00:00,Wait for salary credit
YESB63918612,Digital Campaign,In Progress,2024-03-29 00:00:00,Interested in HL
YESB11098817,Referral,Converted,2024-05-25 00:00:00,Wait for salary credit
YESB37684958,Referral,Converted,2024-02-12 00:00:00,KYC Pending
YESB13557074,Referral,In Progress,2024-01-21 00:00:00,Wait for salary credit
YESB48701258,Walk-in,Lost,2024-02-27 00:00:00,Interested in HL
YESB74131026,Walk-in,In Progress,2024-04-11 00:00:00,KYC Pending
YESB90730978,Walk-in,Lost,2024-09-21 00:00:00,Called for FD
YESB99502464,Walk-in,In Progress,2024-08-27 00:00:00,Wait for salary credit
YESB91408135,Walk-in,Lost,2024-09-10 00:00:00,Called for FD
YESB27282522,Walk-in,Lost,2024-05-12 00:00:00,Called for FD
YESB47307774,Digital Campaign,In Progress,2024-10-17 00:00:00,Interested in HL
YESB37287679,Referral,Converted,2024-02-03 00:00:00,Wait for salary credit
YESB92198335,Walk-in,Converted,2024-10-28 00:00:00,Called for FD
YESB38145432,Referral,In Progress,2024-11-29 00:00:00,KYC Pending
YESB23624023,Digital Campaign,In Progress,2024-10-06 00:00:00,Called for FD
YESB36735343,Walk-in,Lost,2024-01-10 00:00:00,Interested in HL
YESB25154513,Walk-in,Converted,2024-09-03 00:00:00,Called for FD
YESB53854206,Digital Campaign,In Progress,2024-07-22 00:00:00,KYC Pending
YESB68818205,Referral,Converted,2024-06-29 00:00:00,Wait for salary credit
YESB71632708,Referral,Converted,2024-08-08 00:00:00,Interested in HL
YESB26213430,Referral,In Progress,2024-02-07 00:00:00,Interested in HL
YESB29546904,Digital Campaign,In Progress,2024-09-07 00:00:00,Called for FD
YESB71670696,Walk-in,Converted,2024-02-07 00:00:00,KYC Pending
YESB58941541,Digital Campaign,Lost,2024-08-01 00:00:00,Wait for salary credit
YESB51713326,Referral,In Progress,2024-04-01 00:00:00,Called for FD
YESB70398838,Referral,Lost,2024-06-27 00:00:00,Wait for salary credit
YESB94042666,Digital Campaign,Lost,2024-03-01 00:00:00,Wait for salary credit
YESB53904509,Walk-in,Converted,2024-08-04 00:00:00,Wait for salary credit
YESB85935047,Walk-in,In Progress,2024-12-31 00:00:00,Wait for salary credit
YESB98629097,Walk-in,Lost,2024-02-04 00:00:00,KYC Pending
YESB34960208,Digital Campaign,In Progress,2024-08-21 00:00:00,Interested in HL
YESB68873415,Walk-in,Converted,2024-08-21 00:00:00,KYC Pending
YESB53888625,Digital Campaign,Lost,2024-12-16 00:00:00,KYC Pending
YESB72708576,Digital Campaign,Converted,2024-03-21 00:00:00,KYC Pending
YESB86480978,Digital Campaign,In Progress,2024-04-27 00:00:00,KYC Pending
YESB30882963,Digital Campaign,Lost,2024-01-13 00:00:00,Wait for salary credit
YESB77138640,Walk-in,Converted,2024-03-19 00:00:00,Called for FD
YESB86685312,Referral,Lost,2024-07-29 00:00:00,KYC Pending
YESB36943618,Digital Campaign,Lost,2024-02-04 00:00:00,Called for FD
YESB41228920,Referral,In Progress,2024-06-28 00:00:00,KYC Pending
YESB73625736,Digital Campaign,Lost,2024-10-14 00:00:00,Wait for salary credit
YESB10692516,Digital Campaign,Lost,2024-02-04 00:00:00,Called for FD
YESB52713040,Walk-in,In Progress,2024-05-01 00:00:00,Wait for salary credit
YESB71124045,Referral,In Progress,2024-03-28 00:00:00,KYC Pending
YESB20411601,Digital Campaign,In Progress,2024-10-23 00:00:00,Interested in HL
YESB28259714,Digital Campaign,In Progress,2024-09-06 00:00:00,KYC Pending
YESB39027805,Digital Campaign,In Progress,2024-09-05 00:00:00,Called for FD
YESB10792277,Referral,Lost,2024-02-09 00:00:00,Interested in HL
YESB38039041,Walk-in,In Progress,2024-12-21 00:00:00,Wait for salary credit
YESB75870883,Walk-in,In Progress,2024-04-05 00:00:00,Wait for salary credit
YESB91283268,Referral,Lost,2024-11-03 00:00:00,Interested in HL
YESB42041302,Digital Campaign,Converted,2024-09-22 00:00:00,Called for FD
YESB82823920,Walk-in,Converted,2024-02-23 00:00:00,Wait for salary credit
YESB82928793,Digital Campaign,In Progress,2024-01-12 00:00:00,Wait for salary credit
YESB99337887,Walk-in,Lost,2024-01-27 00:00:00,Called for FD
YESB23366147,Digital Campaign,Converted,2024-05-18 00:00:00,KYC Pending
YESB19286004,Walk-in,In Progress,2024-06-14 00:00:00,KYC Pending
YESB90030145,Referral,Lost,2024-12-19 00:00:00,KYC Pending
YESB65659370,Referral,Lost,2024-07-12 00:00:00,KYC Pending
YESB71137834,Digital Campaign,Lost,2024-08-31 00:00:00,KYC Pending
YESB39995988,Digital Campaign,Lost,2024-07-29 00:00:00,KYC Pending
YESB54109273,Referral,Converted,2024-01-12 00:00:00,Called for FD
YESB50262925,Digital Campaign,In Progress,2024-06-26 00:00:00,Interested in HL
YESB33544652,Referral,Lost,2024-10-30 00:00:00,Called for FD
YESB36302586,Digital Campaign,In Progress,2024-08-17 00:00:00,Interested in HL
YESB26167088,Referral,Converted,2024-02-25 00:00:00,Wait for salary credit
YESB79777178,Digital Campaign,Converted,2024-12-08 00:00:00,KYC Pending
YESB82103130,Digital Campaign,In Progress,2024-05-29 00:00:00,KYC Pending
YESB23000052,Walk-in,In Progress,2024-01-26 00:00:00,Called for FD
YESB36720056,Referral,In Progress,2024-12-31 00:00:00,Wait for salary credit
YESB43975911,Walk-in,In Progress,2024-08-01 00:00:00,Called for FD
YESB85577927,Walk-in,Converted,2024-01-28 00:00:00,Interested in HL
YESB92354549,Digital Campaign,Converted,2024-09-21 00:00:00,KYC Pending
YESB38614637,Referral,Converted,2024-01-29 00:00:00,Wait for salary credit
YESB12892521,Digital Campaign,In Progress,2024-03-26 00:00:00,Interested in HL
YESB90332178,Digital Campaign,In Progress,2024-09-26 00:00:00,Called for FD
YESB16931219,Walk-in,In Progress,2024-05-06 00:00:00,Called for FD
